GP,Driver,Stint,Compound,StintLength
Chinese Grand Prix,RUS,1,MEDIUM,11
Chinese Grand Prix,RUS,2,MEDIUM,12
Chinese Grand Prix,RUS,3,HARD,33
Chinese Grand Prix,SAI,1,MEDIUM,17
Chinese Grand Prix,SAI,2,HARD,39
Chinese Grand Prix,SAR,1,SOFT,12
Chinese Grand Prix,SAR,2,MEDIUM,12
Chinese Grand Prix,SAR,3,HARD,32
Chinese Grand Prix,STR,1,SOFT,9
Chinese Grand Prix,STR,2,MEDIUM,12
Chinese Grand Prix,STR,3,HARD,4
Chinese Grand Prix,STR,4,MEDIUM,9
Chinese Grand Prix,STR,5,HARD,26
Chinese Grand Prix,TSU,1,SOFT,8
Chinese Grand Prix,TSU,2,MEDIUM,15
Chinese Grand Prix,TSU,3,HARD,2
Chinese Grand Prix,VER,1,MEDIUM,13
Chinese Grand Prix,VER,2,HARD,10
Chinese Grand Prix,VER,3,HARD,33
Chinese Grand Prix,ZHO,1,MEDIUM,8
Chinese Grand Prix,ZHO,2,HARD,15
Chinese Grand Prix,ZHO,3,HARD,17
Chinese Grand Prix,ZHO,4,SOFT,16
Dutch Grand Prix,ALB,1,MEDIUM,12
Dutch Grand Prix,ALB,2,HARD,42
Dutch Grand Prix,ALB,3,MEDIUM,17
Dutch Grand Prix,ALO,1,MEDIUM,31
Dutch Grand Prix,ALO,2,HARD,40
Dutch Grand Prix,BOT,1,SOFT,15
Dutch Grand Prix,BOT,2,HARD,28
Dutch Grand Prix,BOT,3,MEDIUM,27
Dutch Grand Prix,GAS,1,MEDIUM,32
Dutch Grand Prix,GAS,2,HARD,39
Dutch Grand Prix,HAM,1,SOFT,23
Dutch Grand Prix,HAM,2,HARD,25
Dutch Grand Prix,HAM,3,SOFT,24
Dutch Grand Prix,HUL,1,MEDIUM,14
Dutch Grand Prix,HUL,2,HARD,57
Dutch Grand Prix,LEC,1,MEDIUM,24
Dutch Grand Prix,LEC,2,HARD,48
Dutch Grand Prix,MAG,1,HARD,40
Dutch Grand Prix,MAG,2,MEDIUM,31
Dutch Grand Prix,NOR,1,MEDIUM,28
Dutch Grand Prix,NOR,2,HARD,44
Dutch Grand Prix,OCO,1,MEDIUM,30
Dutch Grand Prix,OCO,2,HARD,41
Dutch Grand Prix,PER,1,MEDIUM,29
Dutch Grand Prix,PER,2,HARD,43
Dutch Grand Prix,PIA,1,MEDIUM,33
Dutch Grand Prix,PIA,2,HARD,39
Dutch Grand Prix,RIC,1,MEDIUM,29
Dutch Grand Prix,RIC,2,HARD,42
Dutch Grand Prix,RUS,1,MEDIUM,25
Dutch Grand Prix,RUS,2,HARD,29
Dutch Grand Prix,RUS,3,SOFT,21
Dutch Grand Prix,SAI,1,MEDIUM,30
Dutch Grand Prix,SAI,2,HARD,42
Dutch Grand Prix,SAR,1,MEDIUM,22
Dutch Grand Prix,SAR,2,HARD,49
Dutch Grand Prix,STR,1,MEDIUM,30
Dutch Grand Prix,STR,2,HARD,41
Dutch Grand Prix,TSU,1,SOFT,14
Dutch Grand Prix,TSU,2,MEDIUM,18
Dutch Grand Prix,TSU,3,HARD,39
Dutch Grand Prix,VER,1,MEDIUM,27
Dutch Grand Prix,VER,2,HARD,45
Dutch Grand Prix,ZHO,1,MEDIUM,18
Dutch Grand Prix,ZHO,2,HARD,33
Dutch Grand Prix,ZHO,3,SOFT,19
Emilia Romagna Grand Prix,ALB,1,MEDIUM,8
Emilia Romagna Grand Prix,ALB,3,MEDIUM,14
Emilia Romagna Grand Prix,ALB,4,MEDIUM,19
Emilia Romagna Grand Prix,ALB,5,MEDIUM,31
Emilia Romagna Grand Prix,ALO,1,SOFT,7
Emilia Romagna Grand Prix,ALO,2,HARD,34
Emilia Romagna Grand Prix,ALO,3,MEDIUM,20
Emilia Romagna Grand Prix,ALO,4,SOFT,3
Emilia Romagna Grand Prix,BOT,1,MEDIUM,8
Emilia Romagna Grand Prix,BOT,2,HARD,54
Emilia Romagna Grand Prix,GAS,1,SOFT,8
Emilia Romagna Grand Prix,GAS,2,HARD,22
Emilia Romagna Grand Prix,GAS,3,MEDIUM,32
Emilia Romagna Grand Prix,HAM,1,MEDIUM,27
Emilia Romagna Grand Prix,HAM,2,HARD,36
Emilia Romagna Grand Prix,HUL,1,MEDIUM,13
Emilia Romagna Grand Prix,HUL,2,HARD,49
Emilia Romagna Grand Prix,LEC,1,MEDIUM,25
Emilia Romagna Grand Prix,LEC,2,HARD,38
Emilia Romagna Grand Prix,MAG,1,MEDIUM,37
Emilia Romagna Grand Prix,MAG,2,HARD,25
Emilia Romagna Grand Prix,NOR,1,MEDIUM,22
Emilia Romagna Grand Prix,NOR,2,HARD,42
Emilia Romagna Grand Prix,OCO,1,MEDIUM,25
Emilia Romagna Grand Prix,OCO,2,HARD,37
Emilia Romagna Grand Prix,PER,1,HARD,37
Emilia Romagna Grand Prix,PER,2,MEDIUM,26
Emilia Romagna Grand Prix,PIA,1,MEDIUM,23
Emilia Romagna Grand Prix,PIA,2,HARD,41
Emilia Romagna Grand Prix,RIC,1,MEDIUM,11
Emilia Romagna Grand Prix,RIC,2,HARD,51
Emilia Romagna Grand Prix,RUS,1,MEDIUM,21
Emilia Romagna Grand Prix,RUS,2,HARD,31
Emilia Romagna Grand Prix,RUS,3,MEDIUM,13
Emilia Romagna Grand Prix,SAI,1,MEDIUM,27
Emilia Romagna Grand Prix,SAI,2,HARD,36
Emilia Romagna Grand Prix,SAR,1,HARD,31
Emilia Romagna Grand Prix,SAR,2,MEDIUM,31
Emilia Romagna Grand Prix,STR,1,MEDIUM,38
Emilia Romagna Grand Prix,STR,2,HARD,27
Emilia Romagna Grand Prix,TSU,1,MEDIUM,12
Emilia Romagna Grand Prix,TSU,2,HARD,50
Emilia Romagna Grand Prix,VER,1,MEDIUM,24
Emilia Romagna Grand Prix,VER,2,HARD,39
Emilia Romagna Grand Prix,ZHO,1,HARD,33
Emilia Romagna Grand Prix,ZHO,2,MEDIUM,29
Hungarian Grand Prix,ALB,1,SOFT,6
Hungarian Grand Prix,ALB,2,HARD,23
Hungarian Grand Prix,ALB,3,HARD,40
Hungarian Grand Prix,ALO,1,SOFT,9
Hungarian Grand Prix,ALO,2,MEDIUM,31
Hungarian Grand Prix,ALO,3,HARD,34
Hungarian Grand Prix,BOT,1,MEDIUM,17
Hungarian Grand Prix,BOT,2,HARD,29
Hungarian Grand Prix,BOT,3,HARD,24
Hungarian Grand Prix,GAS,1,HARD,28
Hungarian Grand Prix,GAS,2,MEDIUM,5
Hungarian Grand Prix,HAM,1,MEDIUM,16
Hungarian Grand Prix,HAM,2,HARD,24
Hungarian Grand Prix,HAM,3,HARD,30
Hungarian Grand Prix,HUL,1,MEDIUM,2
Hungarian Grand Prix,HUL,2,HARD,27
Hungarian Grand Prix,HUL,3,HARD,40
Hungarian Grand Prix,LEC,1,MEDIUM,23
Hungarian Grand Prix,LEC,2,HARD,17
Hungarian Grand Prix,LEC,3,MEDIUM,30
Hungarian Grand Prix,MAG,1,SOFT,6
Hungarian Grand Prix,MAG,2,HARD,28
Hungarian Grand Prix,MAG,3,HARD,35
Hungarian Grand Prix,NOR,1,MEDIUM,17
Hungarian Grand Prix,NOR,2,HARD,29
Hungarian Grand Prix,NOR,3,MEDIUM,26
Hungarian Grand Prix,OCO,1,MEDIUM,6
Hungarian Grand Prix,OCO,2,HARD,24
Hungarian Grand Prix,OCO,3,HARD,34
Hungarian Grand Prix,OCO,4,SOFT,5
Hungarian Grand Prix,PER,1,HARD,28
Hungarian Grand Prix,PER,2,MEDIUM,19
Hungarian Grand Prix,PER,3,MEDIUM,23
Hungarian Grand Prix,PIA,1,MEDIUM,18
Hungarian Grand Prix,PIA,2,HARD,30
Hungarian Grand Prix,PIA,3,MEDIUM,24
Hungarian Grand Prix,RIC,1,MEDIUM,7
Hungarian Grand Prix,RIC,2,HARD,21
Hungarian Grand Prix,RIC,3,HARD,41
Hungarian Grand Prix,RUS,1,HARD,33
Hungarian Grand Prix,RUS,2,MEDIUM,20
Hungarian Grand Prix,RUS,3,HARD,17
Hungarian Grand Prix,SAI,1,MEDIUM,21
Hungarian Grand Prix,SAI,2,HARD,26
Hungarian Grand Prix,SAI,3,MEDIUM,23
Hungarian Grand Prix,SAR,1,MEDIUM,8
Hungarian Grand Prix,SAR,2,HARD,25
Hungarian Grand Prix,SAR,3,HARD,30
Hungarian Grand Prix,SAR,4,SOFT,6
Hungarian Grand Prix,STR,1,SOFT,17
Hungarian Grand Prix,STR,2,MEDIUM,32
Hungarian Grand Prix,STR,3,HARD,26
Hungarian Grand Prix,TSU,1,MEDIUM,29
Hungarian Grand Prix,TSU,2,HARD,41
Hungarian Grand Prix,VER,1,MEDIUM,21
Hungarian Grand Prix,VER,2,HARD,28
Hungarian Grand Prix,VER,3,MEDIUM,21
Hungarian Grand Prix,ZHO,1,MEDIUM,8
Hungarian Grand Prix,ZHO,2,HARD,29
Hungarian Grand Prix,ZHO,3,HARD,33
Italian Grand Prix,ALB,1,MEDIUM,17
Italian Grand Prix,ALB,2,HARD,36
Italian Grand Prix,ALO,1,MEDIUM,13
Italian Grand Prix,ALO,2,HARD,24
Italian Grand Prix,ALO,3,HARD,20
Italian Grand Prix,BOT,1,HARD,34
Italian Grand Prix,BOT,2,MEDIUM,20
Italian Grand Prix,COL,1,MEDIUM,16
Italian Grand Prix,COL,2,HARD,37
Italian Grand Prix,GAS,1,MEDIUM,10
Italian Grand Prix,GAS,2,HARD,20
Italian Grand Prix,GAS,3,HARD,22
Italian Grand Prix,HAM,1,MEDIUM,15
Italian Grand Prix,HAM,2,HARD,22
Italian Grand Prix,HAM,3,HARD,16
Italian Grand Prix,HUL,1,MEDIUM,5
Italian Grand Prix,HUL,2,HARD,27
Italian Grand Prix,HUL,3,HARD,20
Italian Grand Prix,LEC,1,MEDIUM,15
Italian Grand Prix,LEC,2,HARD,38
Italian Grand Prix,MAG,1,MEDIUM,14
Italian Grand Prix,MAG,2,HARD,39
Italian Grand Prix,NOR,1,MEDIUM,14
Italian Grand Prix,NOR,2,HARD,18
Italian Grand Prix,NOR,3,HARD,21
Italian Grand Prix,OCO,1,HARD,31
Italian Grand Prix,OCO,2,MEDIUM,21
Italian Grand Prix,PER,1,HARD,23
Italian Grand Prix,PER,2,HARD,12
Italian Grand Prix,PER,3,MEDIUM,18
Italian Grand Prix,PIA,1,MEDIUM,16
Italian Grand Prix,PIA,2,HARD,22
Italian Grand Prix,PIA,3,HARD,15
Italian Grand Prix,RIC,1,MEDIUM,11
Italian Grand Prix,RIC,2,HARD,43
Italian Grand Prix,RUS,1,MEDIUM,11
Italian Grand Prix,RUS,2,HARD,22
Italian Grand Prix,RUS,3,HARD,20
Italian Grand Prix,SAI,1,MEDIUM,19
Italian Grand Prix,SAI,2,HARD,34
Italian Grand Prix,STR,1,HARD,20
Italian Grand Prix,STR,2,HARD,19
Italian Grand Prix,STR,3,MEDIUM,15
Italian Grand Prix,STR,4,SOFT,2
Italian Grand Prix,TSU,1,HARD,8
Italian Grand Prix,VER,1,HARD,22
Italian Grand Prix,VER,2,HARD,19
Italian Grand Prix,VER,3,MEDIUM,12
Italian Grand Prix,ZHO,1,MEDIUM,16
Italian Grand Prix,ZHO,2,HARD,38
Japanese Grand Prix,ALO,2,SOFT,13
Japanese Grand Prix,ALO,3,MEDIUM,20
Japanese Grand Prix,ALO,4,HARD,20
Japanese Grand Prix,BOT,2,SOFT,6
Japanese Grand Prix,BOT,3,HARD,16
Japanese Grand Prix,BOT,4,HARD,30
Japanese Grand Prix,GAS,2,HARD,15
Japanese Grand Prix,GAS,3,MEDIUM,16
Japanese Grand Prix,GAS,4,HARD,20
Japanese Grand Prix,HAM,2,HARD,22
Japanese Grand Prix,HAM,3,HARD,16
Japanese Grand Prix,HAM,4,MEDIUM,15
Japanese Grand Prix,HUL,2,SOFT,5
Japanese Grand Prix,HUL,3,HARD,28
Japanese Grand Prix,HUL,4,HARD,19
Japanese Grand Prix,LEC,2,MEDIUM,25
Japanese Grand Prix,LEC,3,HARD,27
Japanese Grand Prix,MAG,2,MEDIUM,21
Japanese Grand Prix,MAG,3,HARD,30
Japanese Grand Prix,NOR,1,MEDIUM,1
Japanese Grand Prix,NOR,2,MEDIUM,11
Japanese Grand Prix,NOR,3,HARD,15
Japanese Grand Prix,NOR,4,HARD,27
Japanese Grand Prix,OCO,2,HARD,18
Japanese Grand Prix,OCO,3,HARD,14
Japanese Grand Prix,OCO,4,MEDIUM,19
Japanese Grand Prix,PER,1,MEDIUM,1
Japanese Grand Prix,PER,2,MEDIUM,15
Japanese Grand Prix,PER,3,MEDIUM,18
Japanese Grand Prix,PER,4,HARD,20
Japanese Grand Prix,PIA,2,MEDIUM,12
Japanese Grand Prix,PIA,3,HARD,20
Japanese Grand Prix,PIA,4,HARD,21
Japanese Grand Prix,RUS,2,HARD,21
Japanese Grand Prix,RUS,3,HARD,15
Japanese Grand Prix,RUS,4,MEDIUM,17
Japanese Grand Prix,SAI,1,MEDIUM,1
Japanese Grand Prix,SAI,2,MEDIUM,14
Japanese Grand Prix,SAI,3,MEDIUM,22
Japanese Grand Prix,SAI,4,HARD,17
Japanese Grand Prix,SAR,2,HARD,21
Japanese Grand Prix,SAR,3,HARD,12
Japanese Grand Prix,SAR,4,MEDIUM,6
Japanese Grand Prix,SAR,5,SOFT,11
Japanese Grand Prix,STR,2,SOFT,11
Japanese Grand Prix,STR,3,MEDIUM,10
Japanese Grand Prix,STR,4,HARD,12
Japanese Grand Prix,STR,5,SOFT,18
Japanese Grand Prix,TSU,2,SOFT,9
Japanese Grand Prix,TSU,3,HARD,15
Japanese Grand Prix,TSU,4,HARD,30
Japanese Grand Prix,VER,1,MEDIUM,1
Japanese Grand Prix,VER,2,MEDIUM,16
Japanese Grand Prix,VER,3,MEDIUM,18
Japanese Grand Prix,VER,4,HARD,19
Japanese Grand Prix,ZHO,2,SOFT,6
Japanese Grand Prix,ZHO,3,HARD,4
Japanese Grand Prix,ZHO,4,HARD,5
Las Vegas Grand Prix,ALB,1,MEDIUM,9
Las Vegas Grand Prix,ALB,2,HARD,16
Las Vegas Grand Prix,ALO,1,SOFT,4
Las Vegas Grand Prix,ALO,2,HARD,21
Las Vegas Grand Prix,ALO,3,HARD,27
Las Vegas Grand Prix,BOT,1,HARD,17
Las Vegas Grand Prix,BOT,2,MEDIUM,18
Las Vegas Grand Prix,BOT,3,HARD,14
Las Vegas Grand Prix,COL,1,HARD,16
Las Vegas Grand Prix,COL,2,MEDIUM,10
Las Vegas Grand Prix,COL,3,HARD,24
Las Vegas Grand Prix,GAS,1,MEDIUM,10
Las Vegas Grand Prix,GAS,2,HARD,5
Las Vegas Grand Prix,HAM,1,MEDIUM,13
Las Vegas Grand Prix,HAM,2,HARD,15
Las Vegas Grand Prix,HAM,3,HARD,24
Las Vegas Grand Prix,HUL,1,MEDIUM,14
Las Vegas Grand Prix,HUL,2,HARD,19
Las Vegas Grand Prix,HUL,3,HARD,17
Las Vegas Grand Prix,LAW,1,MEDIUM,11
Las Vegas Grand Prix,LAW,2,HARD,28
Las Vegas Grand Prix,LAW,3,HARD,13
Las Vegas Grand Prix,LEC,1,MEDIUM,9
Las Vegas Grand Prix,LEC,2,HARD,22
Las Vegas Grand Prix,LEC,3,HARD,19
Las Vegas Grand Prix,MAG,1,MEDIUM,17
Las Vegas Grand Prix,MAG,2,HARD,33
Las Vegas Grand Prix,NOR,1,MEDIUM,9
Las Vegas Grand Prix,NOR,2,HARD,21
Las Vegas Grand Prix,NOR,3,HARD,18
Las Vegas Grand Prix,NOR,4,SOFT,6
Las Vegas Grand Prix,OCO,1,MEDIUM,11
Las Vegas Grand Prix,OCO,2,MEDIUM,12
Las Vegas Grand Prix,OCO,3,HARD,33
Las Vegas Grand Prix,OCO,4,SOFT,4
Las Vegas Grand Prix,PER,1,HARD,17
Las Vegas Grand Prix,PER,2,MEDIUM,15
Las Vegas Grand Prix,PER,3,HARD,18
Las Vegas Grand Prix,PIA,1,MEDIUM,10
Las Vegas Grand Prix,PIA,2,HARD,15
Las Vegas Grand Prix,PIA,3,HARD,25
Las Vegas Grand Prix,RUS,1,MEDIUM,13
Las Vegas Grand Prix,RUS,2,HARD,21
Las Vegas Grand Prix,RUS,3,HARD,19
Las Vegas Grand Prix,SAI,1,MEDIUM,10
Las Vegas Grand Prix,SAI,2,HARD,18
Las Vegas Grand Prix,SAI,3,HARD,22
Las Vegas Grand Prix,STR,1,MEDIUM,10
Las Vegas Grand Prix,STR,2,HARD,20
Las Vegas Grand Prix,STR,3,HARD,23
Las Vegas Grand Prix,TSU,1,MEDIUM,10
Las Vegas Grand Prix,TSU,2,HARD,20
Las Vegas Grand Prix,TSU,3,HARD,22
Las Vegas Grand Prix,VER,1,MEDIUM,11
Las Vegas Grand Prix,VER,2,HARD,16
Las Vegas Grand Prix,VER,3,HARD,23
Las Vegas Grand Prix,ZHO,1,MEDIUM,12
Las Vegas Grand Prix,ZHO,2,HARD,24
Las Vegas Grand Prix,ZHO,3,HARD,16
Mexico City Grand Prix,ALO,1,MEDIUM,16
Mexico City Grand Prix,BOT,1,HARD,50
Mexico City Grand Prix,BOT,2,MEDIUM,22
Mexico City Grand Prix,COL,1,HARD,47
Mexico City Grand Prix,COL,2,MEDIUM,23
Mexico City Grand Prix,GAS,1,MEDIUM,28
Mexico City Grand Prix,GAS,2,HARD,42
Mexico City Grand Prix,HAM,1,MEDIUM,28
Mexico City Grand Prix,HAM,2,HARD,43
Mexico City Grand Prix,HUL,1,MEDIUM,29
Mexico City Grand Prix,HUL,2,HARD,41
Mexico City Grand Prix,LAW,1,HARD,39
Mexico City Grand Prix,LAW,2,MEDIUM,26
Mexico City Grand Prix,LAW,3,SOFT,5
Mexico City Grand Prix,LEC,1,MEDIUM,31
Mexico City Grand Prix,LEC,2,HARD,38
Mexico City Grand Prix,LEC,3,SOFT,5
Mexico City Grand Prix,MAG,1,MEDIUM,30
Mexico City Grand Prix,MAG,2,HARD,41
Mexico City Grand Prix,NOR,1,MEDIUM,30
Mexico City Grand Prix,NOR,2,HARD,41
Mexico City Grand Prix,OCO,1,HARD,48
Mexico City Grand Prix,OCO,2,MEDIUM,22
Mexico City Grand Prix,PER,1,HARD,20
Mexico City Grand Prix,PER,2,MEDIUM,23
Mexico City Grand Prix,PER,3,MEDIUM,25
Mexico City Grand Prix,PER,4,SOFT,2
Mexico City Grand Prix,PIA,1,MEDIUM,39
Mexico City Grand Prix,PIA,2,HARD,32
Mexico City Grand Prix,RUS,1,MEDIUM,31
Mexico City Grand Prix,RUS,2,HARD,40
Mexico City Grand Prix,SAI,1,MEDIUM,32
Mexico City Grand Prix,SAI,2,HARD,39
Mexico City Grand Prix,STR,1,MEDIUM,27
Mexico City Grand Prix,STR,2,HARD,45
Mexico City Grand Prix,VER,1,MEDIUM,26
Mexico City Grand Prix,VER,2,HARD,45
Mexico City Grand Prix,ZHO,1,HARD,44
Mexico City Grand Prix,ZHO,2,MEDIUM,28
Miami Grand Prix,ALB,1,MEDIUM,10
Miami Grand Prix,ALB,2,HARD,43
Miami Grand Prix,ALB,3,SOFT,4
Miami Grand Prix,ALO,1,HARD,23
Miami Grand Prix,ALO,2,MEDIUM,36
Miami Grand Prix,BOT,1,SOFT,11
Miami Grand Prix,BOT,2,HARD,18
Miami Grand Prix,BOT,3,MEDIUM,28
Miami Grand Prix,GAS,1,MEDIUM,12
Miami Grand Prix,GAS,2,HARD,45
Miami Grand Prix,HAM,1,HARD,26
Miami Grand Prix,HAM,2,MEDIUM,34
Miami Grand Prix,HUL,1,MEDIUM,12
Miami Grand Prix,HUL,2,HARD,16
Miami Grand Prix,HUL,3,MEDIUM,29
Miami Grand Prix,LEC,1,MEDIUM,19
Miami Grand Prix,LEC,2,HARD,38
Miami Grand Prix,MAG,1,HARD,22
Miami Grand Prix,MAG,2,MEDIUM,5
Miami Grand Prix,MAG,3,MEDIUM,3
Miami Grand Prix,MAG,4,MEDIUM,29
Miami Grand Prix,NOR,1,MEDIUM,29
Miami Grand Prix,NOR,2,HARD,28
Miami Grand Prix,OCO,1,MEDIUM,22
Miami Grand Prix,OCO,2,HARD,35
Miami Grand Prix,PER,1,MEDIUM,17
Miami Grand Prix,PER,2,HARD,11
Miami Grand Prix,PER,3,MEDIUM,34
Miami Grand Prix,PIA,1,MEDIUM,27
Miami Grand Prix,PIA,2,HARD,13
Miami Grand Prix,PIA,3,MEDIUM,23
Miami Grand Prix,RIC,1,HARD,28
Miami Grand Prix,RIC,2,MEDIUM,34
Miami Grand Prix,RUS,1,MEDIUM,27
Miami Grand Prix,RUS,2,HARD,33
Miami Grand Prix,SAI,1,MEDIUM,27
Miami Grand Prix,SAI,2,HARD,30
Miami Grand Prix,SAR,1,MEDIUM,11
Miami Grand Prix,SAR,2,HARD,16
Miami Grand Prix,STR,1,MEDIUM,12
Miami Grand Prix,STR,2,HARD,18
Miami Grand Prix,STR,3,MEDIUM,29
Miami Grand Prix,TSU,1,MEDIUM,28
Miami Grand Prix,TSU,2,HARD,29
Miami Grand Prix,VER,1,MEDIUM,23
Miami Grand Prix,VER,2,HARD,34
Miami Grand Prix,ZHO,1,MEDIUM,28
Miami Grand Prix,ZHO,2,SOFT,29
Monaco Grand Prix,ALB,2,HARD,76
Monaco Grand Prix,ALO,2,MEDIUM,76
Monaco Grand Prix,BOT,2,MEDIUM,14
Monaco Grand Prix,BOT,3,HARD,62
Monaco Grand Prix,GAS,2,MEDIUM,76
Monaco Grand Prix,HAM,2,MEDIUM,50
Monaco Grand Prix,HAM,3,HARD,28
Monaco Grand Prix,LEC,2,HARD,77
Monaco Grand Prix,NOR,2,HARD,78
Monaco Grand Prix,PIA,2,HARD,78
Monaco Grand Prix,RIC,2,HARD,76
Monaco Grand Prix,RUS,2,MEDIUM,77
Monaco Grand Prix,SAI,2,HARD,77
Monaco Grand Prix,SAR,2,HARD,57
Monaco Grand Prix,SAR,3,MEDIUM,19
Monaco Grand Prix,STR,2,MEDIUM,42
Monaco Grand Prix,STR,3,HARD,8
Monaco Grand Prix,STR,4,SOFT,28
Monaco Grand Prix,TSU,2,HARD,77
Monaco Grand Prix,VER,2,MEDIUM,51
Monaco Grand Prix,VER,3,HARD,27
Monaco Grand Prix,ZHO,2,HARD,69
Monaco Grand Prix,ZHO,3,SOFT,6
Qatar Grand Prix,ALB,1,MEDIUM,35
Qatar Grand Prix,ALB,3,SOFT,2
Qatar Grand Prix,ALB,4,SOFT,20
Qatar Grand Prix,ALB,5,SOFT,1
Qatar Grand Prix,ALO,1,MEDIUM,35
Qatar Grand Prix,ALO,3,MEDIUM,7
Qatar Grand Prix,ALO,4,MEDIUM,27
Qatar Grand Prix,BOT,1,MEDIUM,24
Qatar Grand Prix,BOT,2,HARD,10
Qatar Grand Prix,BOT,4,MEDIUM,30
Qatar Grand Prix,GAS,1,MEDIUM,35
Qatar Grand Prix,GAS,4,HARD,22
Qatar Grand Prix,HAM,1,MEDIUM,34
Qatar Grand Prix,HAM,4,HARD,13
Qatar Grand Prix,HAM,5,HARD,23
Qatar Grand Prix,HUL,2,HARD,30
Qatar Grand Prix,HUL,3,MEDIUM,5
Qatar Grand Prix,HUL,4,MEDIUM,6
Qatar Grand Prix,HUL,5,MEDIUM,8
Qatar Grand Prix,LAW,1,MEDIUM,35
Qatar Grand Prix,LAW,3,HARD,2
Qatar Grand Prix,LAW,4,HARD,5
Qatar Grand Prix,LAW,5,SOFT,17
Qatar Grand Prix,LEC,1,MEDIUM,36
Qatar Grand Prix,LEC,4,HARD,22
Qatar Grand Prix,MAG,1,MEDIUM,27
Qatar Grand Prix,MAG,2,HARD,9
Qatar Grand Prix,MAG,3,HARD,10
Qatar Grand Prix,MAG,4,HARD,30
Qatar Grand Prix,NOR,1,MEDIUM,35
Qatar Grand Prix,NOR,4,HARD,10
Qatar Grand Prix,NOR,5,HARD,22
Qatar Grand Prix,PER,1,MEDIUM,35
Qatar Grand Prix,PIA,1,MEDIUM,34
Qatar Grand Prix,PIA,2,HARD,2
Qatar Grand Prix,PIA,4,HARD,23
Qatar Grand Prix,RUS,1,MEDIUM,24
Qatar Grand Prix,RUS,2,HARD,12
Qatar Grand Prix,RUS,4,HARD,2
Qatar Grand Prix,RUS,5,HARD,22
Qatar Grand Prix,SAI,1,MEDIUM,35
Qatar Grand Prix,SAI,2,HARD,2
Qatar Grand Prix,SAI,3,HARD,3
Qatar Grand Prix,SAI,4,HARD,23
Qatar Grand Prix,STR,1,MEDIUM,1
Qatar Grand Prix,STR,2,HARD,6
Qatar Grand Prix,TSU,1,MEDIUM,35
Qatar Grand Prix,TSU,3,HARD,2
Qatar Grand Prix,TSU,4,HARD,5
Qatar Grand Prix,TSU,5,SOFT,17
Qatar Grand Prix,VER,1,MEDIUM,35
Qatar Grand Prix,VER,4,HARD,22
Qatar Grand Prix,ZHO,1,MEDIUM,35
Qatar Grand Prix,ZHO,3,HARD,2
Qatar Grand Prix,ZHO,4,HARD,22
Saudi Arabian Grand Prix,ALB,1,MEDIUM,7
Saudi Arabian Grand Prix,ALB,2,HARD,43
Saudi Arabian Grand Prix,ALO,1,MEDIUM,8
Saudi Arabian Grand Prix,ALO,2,HARD,44
Saudi Arabian Grand Prix,BEA,1,SOFT,7
Saudi Arabian Grand Prix,BEA,2,HARD,43
Saudi Arabian Grand Prix,BOT,1,SOFT,7
Saudi Arabian Grand Prix,BOT,2,HARD,28
Saudi Arabian Grand Prix,BOT,3,SOFT,14
Saudi Arabian Grand Prix,GAS,1,MEDIUM,1
Saudi Arabian Grand Prix,HAM,1,MEDIUM,36
Saudi Arabian Grand Prix,HAM,2,SOFT,17
Saudi Arabian Grand Prix,HUL,1,MEDIUM,33
Saudi Arabian Grand Prix,HUL,2,HARD,17
Saudi Arabian Grand Prix,LEC,1,MEDIUM,7
Saudi Arabian Grand Prix,LEC,2,HARD,43
Saudi Arabian Grand Prix,MAG,1,MEDIUM,7
Saudi Arabian Grand Prix,MAG,2,HARD,43
Saudi Arabian Grand Prix,NOR,1,MEDIUM,37
Saudi Arabian Grand Prix,NOR,2,SOFT,19
Saudi Arabian Grand Prix,OCO,1,MEDIUM,7
Saudi Arabian Grand Prix,OCO,2,HARD,42
Saudi Arabian Grand Prix,PER,1,MEDIUM,7
Saudi Arabian Grand Prix,PER,2,HARD,43
Saudi Arabian Grand Prix,PIA,1,MEDIUM,7
Saudi Arabian Grand Prix,PIA,2,HARD,44
Saudi Arabian Grand Prix,RIC,1,MEDIUM,7
Saudi Arabian Grand Prix,RIC,2,HARD,42
Saudi Arabian Grand Prix,RUS,1,MEDIUM,7
Saudi Arabian Grand Prix,RUS,2,HARD,43
Saudi Arabian Grand Prix,SAR,1,MEDIUM,7
Saudi Arabian Grand Prix,SAR,2,HARD,42
Saudi Arabian Grand Prix,STR,1,MEDIUM,6
Saudi Arabian Grand Prix,TSU,1,MEDIUM,7
Saudi Arabian Grand Prix,TSU,2,HARD,42
Saudi Arabian Grand Prix,VER,1,MEDIUM,7
Saudi Arabian Grand Prix,VER,2,HARD,43
Saudi Arabian Grand Prix,ZHO,1,MEDIUM,41
Saudi Arabian Grand Prix,ZHO,2,SOFT,8
Singapore Grand Prix,ALB,1,MEDIUM,11
Singapore Grand Prix,ALB,2,HARD,4
Singapore Grand Prix,ALO,1,MEDIUM,26
Singapore Grand Prix,ALO,2,HARD,37
Singapore Grand Prix,BOT,1,HARD,33
Singapore Grand Prix,BOT,2,MEDIUM,28
Singapore Grand Prix,COL,1,MEDIUM,29
Singapore Grand Prix,COL,2,HARD,32
Singapore Grand Prix,GAS,1,MEDIUM,37
Singapore Grand Prix,GAS,2,SOFT,24
Singapore Grand Prix,HAM,1,SOFT,19
